"model","scenario","unit","year","datasrc","variable","region","value","figure_type","figure_no","title_name","flip_sign","variable_rename","regions","models","years","scenarios","type","position","x","y","facet1","facet2","color","page_filter","scales"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",386.5,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",4.9,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",59,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",521.1,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",32.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",50.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2005,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",44.3,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",17.9,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",137,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",623.1,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",9.9,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",395.6,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",6.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",47.5,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",503,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",32.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",52.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2006,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",47.3,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",18.2,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",139.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",625.1,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",397.7,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7.5,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",41.9,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",495.4,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",34.7,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",51.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2007,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",53.8,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",17.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",127.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",586.6,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",9.5,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",380.8,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",47.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",468.7,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",36.3,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",48.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2008,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",44.2,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",16.6,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",119.5,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",588.6,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",8.5,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",341.8,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",36.4,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",467.4,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",37.5,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",40.5,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2009,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",37.5,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",16.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",113.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",589,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10.4,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",353.1,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",6.3,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",40,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",459.1,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",37.8,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",43.4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2010,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",43.1,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",17,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",114.6,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",601.9,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",346.1,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",6.2,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",33.8,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",427.9,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",38.5,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",44.5,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2011,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",44.3,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",18.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",113.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",650.5,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",9.1,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",344.8,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",31.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",375.8,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",41,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",43.3,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2012,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",37.9,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",18.5,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
